"species_id","id","genus","species","mean_mass","mean_sd","contains_estimates","contains_na"
1372,"sp4961","Molothrus","bonariensis",42.2,4.1,FALSE,FALSE
1373,"sp4960","Molothrus","aeneus",62.9,4.65,FALSE,FALSE
1374,"sp4950","Molothrus","ater",40.6833333333333,3.26666666666667,FALSE,FALSE
1378,"sp5090","Euphagus","carolinus",59.75,3,FALSE,FALSE
1379,"sp5100","Euphagus","cyanocephalus",62.65,4.05,FALSE,FALSE
1380,"sp5110","Quiscalus","quiscula",106.1,7.2,FALSE,FALSE
1381,"sp5130","Quiscalus","major",158.5,11.6,FALSE,FALSE
1382,"sp5120","Quiscalus","mexicanus",169,13.8,FALSE,FALSE
1384,"sp6740","Seiurus","aurocapilla",18.8,1.2,FALSE,FALSE
1385,"sp6390","Helmitheros","vermivorum",14.2,1.45,FALSE,FALSE
1386,"sp6760","Parkesia","motacilla",19.9,1.413547272468,TRUE,FALSE
1387,"sp6750","Parkesia","noveboracensis",16.3,1.1,FALSE,FALSE
1388,"sp6420","Vermivora","chrysoptera",8.75,0.65,FALSE,FALSE
1389,"sp6410","Vermivora","pinus",8.9,0.63356155089065,TRUE,FALSE
1392,"sp6360","Mniotilta","varia",10.9,0.77551126535411,TRUE,FALSE
1393,"sp6370","Protonotaria","citrea",14.3,0.1,FALSE,FALSE
1394,"sp6380","Limnothlypis","swainsonii",18.9,1.7,FALSE,FALSE
1396,"sp6470","Oreothlypis","peregrina",8.9,1.1,FALSE,FALSE
1397,"sp6460","Oreothlypis","celata",9.2,0.8,FALSE,FALSE
1399,"sp6430","Oreothlypis","luciae",6.6,0.5,FALSE,FALSE
1400,"sp6450","Oreothlypis","ruficapilla",8.1,0.45,FALSE,FALSE
1401,"sp6440","Oreothlypis","virginiae",8.2,0.583859714483982,TRUE,FALSE
1402,"sp6780","Oporornis","agilis",13.3,0.945758823409266,TRUE,FALSE
1404,"sp6800","Geothlypis","tolmiei",10.4,1.2,FALSE,FALSE
1405,"sp6790","Geothlypis","philadelphia",11.75,0.7,FALSE,FALSE
1406,"sp6770","Geothlypis","formosa",14,0.995398032343188,TRUE,FALSE
1410,"sp6810","Geothlypis","trichas",9.66666666666667,0.639580201590709,TRUE,FALSE
1412,"sp6840","Setophaga","citrina",10.55,0.65,FALSE,FALSE
1413,"sp6870","Setophaga","ruticilla",8.25,0.6,FALSE,FALSE
1414,"sp6700","Setophaga","kirtlandii",13.95,0.9,FALSE,FALSE
1415,"sp6500","Setophaga","tigrina",10.05,0.6,FALSE,FALSE
1416,"sp6580","Setophaga","cerulea",9.05,3.6,FALSE,FALSE
1417,"sp6480","Setophaga","americana",7.86666666666667,0.537420701357528,TRUE,FALSE
1418,"sp6490","Setophaga","pitiayumi",6.83333333333333,0.449175542401699,TRUE,FALSE
1419,"sp6570","Setophaga","magnolia",8.15,0.5,FALSE,FALSE
1420,"sp6600","Setophaga","castanea",11.8,0.83936486867174,TRUE,FALSE
1421,"sp6620","Setophaga","fusca",9.75,1.3,FALSE,FALSE
1422,"sp6520","Setophaga","petechia",10.2833333333333,0.664525784097442,TRUE,FALSE
1423,"sp6590","Setophaga","pensylvanica",9.3,0.55,FALSE,FALSE
1424,"sp6610","Setophaga","striata",11.85,0.6,FALSE,FALSE
1425,"sp6540","Setophaga","caerulescens",10.15,0.722287962338113,TRUE,FALSE
1426,"sp6720","Setophaga","palmarum",10.3,0.5,FALSE,FALSE
1427,"sp6710","Setophaga","pinus",11.8,1.43333333333333,FALSE,FALSE
1430,"sp6556","Setophaga","coronata",11.95,0.775,FALSE,FALSE
1431,"sp6630","Setophaga","dominica",9.7,0.690350393159243,TRUE,FALSE
1432,"sp6730","Setophaga","discolor",7.65,0.9,FALSE,FALSE
1433,"sp6640","Setophaga","graciae",8.1,0.576758540739339,TRUE,FALSE
1434,"sp6650","Setophaga","nigrescens",8.7,0.6,FALSE,FALSE
1435,"sp6680","Setophaga","townsendi",8.85,0.7,FALSE,FALSE
1436,"sp6690","Setophaga","occidentalis",10.4,0.740030972862627,TRUE,FALSE
1439,"sp6660","Setophaga","chrysoparia",9.9,0.704546082466756,TRUE,FALSE
1440,"sp6670","Setophaga","virens",8.7,0.5,FALSE,FALSE
1445,"sp6860","Cardellina","canadensis",10.05,0.55,FALSE,FALSE
1446,"sp6850","Cardellina","pusilla",6.96666666666667,1.6,FALSE,FALSE
1447,"sp6900","Cardellina","rubrifrons",9.8,0.697448532543929,TRUE,FALSE
1450,"sp6880","Myioborus","pictus",9.8,0.697448434976201,TRUE,FALSE
1453,"sp6090","Piranga","flava",37.7,3.9,FALSE,FALSE
1454,"sp6100","Piranga","rubra",29.15,2.55,FALSE,FALSE
1455,"sp6080","Piranga","olivacea",28.2,2.00123674225999,TRUE,FALSE
1456,"sp6070","Piranga","ludoviciana",28.1,1.99415924429542,TRUE,FALSE
1464,"sp5930","Cardinalis","cardinalis",42.65,2.75,FALSE,FALSE
1465,"sp5940","Cardinalis","sinuatus",35.2,2.5,FALSE,FALSE
1468,"sp5950","Pheucticus","ludovicianus",42,2.97736817296157,TRUE,FALSE
1469,"sp5960","Pheucticus","melanocephalus",47.15,4.05,FALSE,FALSE
1475,"sp5970","Passerina","caerulea",27.4,2.15,FALSE,FALSE
1476,"sp5990","Passerina","amoena",15.5,1.10174410835513,TRUE,FALSE
1477,"sp5980","Passerina","cyanea",14.7,5.15,FALSE,FALSE
1481,"sp6000","Passerina","versicolor",12.9,1.75,FALSE,FALSE
1482,"sp6010","Passerina","ciris",15.55,1.10528821815635,TRUE,FALSE
1483,"sp6040","Spiza","americana",26.275,1.72222031168217,TRUE,FALSE
